Species,Family,Order,Wing_length,Mass,Habitat,Trophic_level,Trophic_niche,HWI,Raw_CRB,Raw_certainty,CRB,Certainty,CRB_Final,brain_volume_mm3
Contopus_cooperi,Tyrannidae,Passeriformes,104.7,32.1,Forest,Carnivore,Invertivore,37.9,,,0,0,NA,
Contopus_fumigatus,Tyrannidae,Passeriformes,92.6,19.9,Forest,Carnivore,Invertivore,27.9,0,0,0,0,NA,
Contopus_hispaniolensis,Tyrannidae,Passeriformes,74.4,11.7,Forest,Carnivore,Invertivore,24.2,,,0,0,NA,
Contopus_latirostris,Tyrannidae,Passeriformes,69.1,11.2,Forest,Carnivore,Invertivore,19.3,,,0,0,NA,
Contopus_lugubris,Tyrannidae,Passeriformes,91.6,21.5,Forest,Carnivore,Invertivore,28.2,,,0,0,NA,
Contopus_nigrescens,Tyrannidae,Passeriformes,66.8,9.5,Forest,Carnivore,Invertivore,28,,,0,0,NA,
Contopus_ochraceus,Tyrannidae,Passeriformes,90,23,Forest,Carnivore,Invertivore,25,,,0,0,NA,
Contopus_pallidus,Tyrannidae,Passeriformes,69.8,9.3,Forest,Carnivore,Invertivore,22.8,,,0,0,NA,
Contopus_pertinax,Tyrannidae,Passeriformes,108.3,27.2,Forest,Carnivore,Invertivore,28.3,,,0,0,NA,
Contopus_punensis,Tyrannidae,Passeriformes,68.9,12.3,Forest,Carnivore,Invertivore,21,,,0,0,NA,
Contopus_sordidulus,Tyrannidae,Passeriformes,82.6,13.1,Forest,Carnivore,Invertivore,33.5,0,1,0,1,0,
Contopus_virens,Tyrannidae,Passeriformes,81,13.9,Forest,Carnivore,Invertivore,31,0,0,0,0,NA,
Copsychus_albospecularis__,Muscicapidae,Passeriformes,71.7,22.7,Forest,Carnivore,Invertivore,12.3,,,0,0,NA,
Copsychus_mindanensis__,Muscicapidae,Passeriformes,97.5,32.9,Woodland,Carnivore,Invertivore,19.1,,,0,0,NA,
Copsychus_pica__,Muscicapidae,Passeriformes,97.5,22.7,Forest,Carnivore,Invertivore,19.1,,,0,0,NA,
Copsychus_saularis__,Muscicapidae,Passeriformes,97.5,36,Woodland,Carnivore,Invertivore,19.1,0,0,0,0,NA,
Copsychus_sechellarum__,Muscicapidae,Passeriformes,116.2,70.7,Forest,Carnivore,Omnivore,16.3,,,0,0,NA,
Coracias_abyssinicus,Coraciidae,Coraciiformes,155.2,102,Shrubland,Carnivore,Invertivore,30.2,0,0,0,0,NA,
Coracias_affinis,Coraciidae,Coraciiformes,190.3,157.5,Human Modified,Carnivore,Omnivore,27.7,0,0,0,0,NA,
Coracias_benghalensis,Coraciidae,Coraciiformes,180.1,157.5,Human Modified,Carnivore,Omnivore,29,0,0,0,0,NA,
Coracias_caudatus,Coraciidae,Coraciiformes,161.2,110,Shrubland,Carnivore,Omnivore,32.5,0,0,0,0,NA,
Coracias_cyanogaster,Coraciidae,Coraciiformes,173.5,142,Woodland,Carnivore,Invertivore,29.7,1,1,1,1,1,
Coracias_garrulus,Coraciidae,Coraciiformes,190.8,146,Woodland,Carnivore,Invertivore,37.5,0,0,0,0,NA,
Coracias_naevius,Coraciidae,Coraciiformes,181.8,168,Shrubland,Carnivore,Invertivore,27.5,0,0,0,0,NA,
Coracias_spatulatus,Coraciidae,Coraciiformes,165.4,90.4,Woodland,Carnivore,Invertivore,33.2,0,0,0,0,NA,
Coracias_temminckii,Coraciidae,Coraciiformes,183,153.7,Woodland,Carnivore,Invertivore,24.5,0,0,0,0,NA,
Coracopsis_barklyi,Psittacidae,Psittaciformes,184.2,186.2,Forest,Herbivore,Frugivore,38,0,0,0,0,NA,
Coracopsis_nigra,Psittacidae,Psittaciformes,217.7,186.2,Forest,Herbivore,Frugivore,39.5,1,0,1,0,0,
Coracopsis_sibilans,Psittacidae,Psittaciformes,188.7,186.2,Forest,Herbivore,Frugivore,34.2,1,0,1,0,0,
Coracopsis_vasa,Psittacidae,Psittaciformes,308.2,525,Forest,Herbivore,Frugivore,38.8,1,0,1,0,0,
Coracornis_raveni,Pachycephalidae,Passeriformes,80.5,36,Forest,Carnivore,Invertivore,16.5,,,0,0,NA,
Coracornis_sanghirensis,Pachycephalidae,Passeriformes,91.8,32.3,Forest,Carnivore,Invertivore,17,,,0,0,NA,
Coragyps_atratus,Cathartidae,Cathartiformes,410.1,1881.7,,Omnivore,Scavenger,14.3,1,1,1,1,1,"11,579.22"
Corapipo_gutturalis,Pipridae,Passeriformes,56.4,8.2,Forest,Omnivore,Frugivore,20.6,,,0,0,NA,
Corapipo_leucorrhoa,Pipridae,Passeriformes,57.8,11.7,Forest,Herbivore,Frugivore,18.8,,,0,0,NA,
Corcorax_melanorhamphos,Corcoracidae,Passeriformes,244.9,364,Woodland,Omnivore,Omnivore,22.6,1,1,1,1,1,
Corvinella_corvina__,Laniidae,Passeriformes,118.3,65.4,Shrubland,Carnivore,Invertivore,19.2,,,0,0,NA,
Corydon_sumatranus,Eurylaimidae,Passeriformes,131.1,140,Forest,Carnivore,Invertivore,21.4,,,0,0,NA,
Corydospiza_alaudina,Thraupidae,Passeriformes,75.1,23.9,Shrubland,Herbivore,Granivore,20.4,0,0,0,0,NA,
Corydospiza_alaudina,Thraupidae,Passeriformes,75.1,23.9,Shrubland,Herbivore,Granivore,20.4,,,0,0,NA,
Corydospiza_carbonaria,Thraupidae,Passeriformes,72,17.9,Grassland,Omnivore,Omnivore,15.7,0,0,0,0,NA,
Corydospiza_carbonaria,Thraupidae,Passeriformes,72,17.9,Grassland,Omnivore,Omnivore,15.7,,,0,0,NA,
Coryphaspiza_melanotis,Thraupidae,Passeriformes,59,15.7,Grassland,Omnivore,Omnivore,15.2,0,0,0,0,NA,
Coryphaspiza_melanotis,Thraupidae,Passeriformes,59,15.7,Grassland,Omnivore,Omnivore,15.2,,,0,0,NA,
Coryphistera_alaudina,Furnariidae,Passeriformes,72.8,30,Shrubland,Carnivore,Invertivore,15.9,,,0,0,NA,
Coryphospingus_cucullatus,Thraupidae,Passeriformes,63.8,14.3,Shrubland,Herbivore,Omnivore,11.2,0,0,0,0,NA,
Coryphospingus_cucullatus,Thraupidae,Passeriformes,63.8,14.3,Shrubland,Herbivore,Omnivore,11.2,,,0,0,NA,
Coryphospingus_pileatus,Thraupidae,Passeriformes,63.7,15.3,Shrubland,Omnivore,Omnivore,18.4,0,0,0,0,NA,
Coryphospingus_pileatus,Thraupidae,Passeriformes,63.7,15.3,Shrubland,Omnivore,Omnivore,18.4,,,0,0,NA,
Corythopis_delalandi,Tyrannidae,Passeriformes,64.4,15,Forest,Carnivore,Invertivore,13.4,,,0,0,NA,
Corythopis_torquatus,Tyrannidae,Passeriformes,66.3,14.3,Forest,Carnivore,Invertivore,17.3,,,0,0,NA,
Corythornis_cristatus,Alcedinidae,Coraciiformes,54.2,15.7,Wetland,Carnivore,Aquatic predator,22.4,0,0,0,0,NA,
Corythornis_leucogaster,Alcedinidae,Coraciiformes,55.2,14.5,Forest,Carnivore,Aquatic predator,20.1,0,0,0,0,NA,
Corythornis_madagascariensis,Alcedinidae,Coraciiformes,57,17.7,Shrubland,Carnivore,Vertivore,20.6,0,0,0,0,NA,
Corythornis_nais,Alcedinidae,Coraciiformes,55.4,15.7,Wetland,Carnivore,Aquatic predator,20,0,0,0,0,NA,
Corythornis_thomensis,Alcedinidae,Coraciiformes,57.8,15.7,Wetland,Carnivore,Aquatic predator,20.7,0,0,0,0,NA,
Corythornis_vintsioides,Alcedinidae,Coraciiformes,59.1,17.9,Riverine,Carnivore,Aquatic predator,21.2,0,0,0,0,NA,
Cossypha_albicapillus__,Muscicapidae,Passeriformes,124.8,58.5,Woodland,Carnivore,Invertivore,16.2,,,0,0,NA,
Cossypha_cyanocampter__,Muscicapidae,Passeriformes,83.6,26.7,Shrubland,Carnivore,Invertivore,9.6,,,0,0,NA,
Cossypha_dichroa__,Muscicapidae,Passeriformes,97,45.8,Forest,Carnivore,Invertivore,17.1,0,1,0,1,0,
Cossypha_heinrichi__,Muscicapidae,Passeriformes,114,60.3,Forest,Carnivore,Invertivore,15.2,,,0,0,NA,
Cossypha_heuglini__,Muscicapidae,Passeriformes,95.4,34.8,Riverine,Carnivore,Invertivore,15.3,0,0,0,0,NA,
Cossypha_natalensis__,Muscicapidae,Passeriformes,91.1,34.1,Woodland,Carnivore,Invertivore,16,0,0,0,0,NA,
Cossypha_niveicapilla__,Muscicapidae,Passeriformes,97.8,36.7,Woodland,Carnivore,Invertivore,17.9,,,0,0,NA,
Cossypha_semirufa__,Muscicapidae,Passeriformes,79.2,27.3,Forest,Carnivore,Invertivore,9.2,,,0,0,NA,
Cossyphicula_roberti__,Muscicapidae,Passeriformes,67.8,34,Forest,Carnivore,Invertivore,15.6,,,0,0,NA,
Cotinga_amabilis,Cotingidae,Passeriformes,108.3,71.5,Forest,Herbivore,Frugivore,24,0,0,0,0,NA,
Cotinga_cayana,Cotingidae,Passeriformes,110.6,61.8,Forest,Herbivore,Frugivore,20,0,0,0,0,NA,
Cotinga_cotinga,Cotingidae,Passeriformes,106.2,54,Forest,Herbivore,Frugivore,21.9,0,0,0,0,NA,
Cotinga_maculata,Cotingidae,Passeriformes,114.2,65,Forest,Omnivore,Frugivore,26,0,0,0,0,NA,
Cotinga_maynana,Cotingidae,Passeriformes,113.8,69,Forest,Herbivore,Frugivore,24.6,0,0,0,0,NA,
Cotinga_nattererii,Cotingidae,Passeriformes,111.8,57.2,Forest,Herbivore,Frugivore,24.8,0,0,0,0,NA,
Cotinga_ridgwayi,Cotingidae,Passeriformes,102.9,57.2,Forest,Herbivore,Frugivore,25.3,0,0,0,0,NA,
Cranioleuca_albicapilla,Furnariidae,Passeriformes,73.5,21.3,Shrubland,Carnivore,Invertivore,14.3,,,0,0,NA,
Cranioleuca_albiceps,Furnariidae,Passeriformes,64.2,17.6,Forest,Carnivore,Invertivore,12.5,,,0,0,NA,
Cranioleuca_antisiensis,Furnariidae,Passeriformes,65.2,16.9,Forest,Carnivore,Invertivore,12.4,,,0,0,NA,
Cranioleuca_baroni,Furnariidae,Passeriformes,77.1,21.3,Forest,Carnivore,Invertivore,14.5,,,0,0,NA,
Cranioleuca_berlepschi,Furnariidae,Passeriformes,72.6,25.2,Forest,Carnivore,Invertivore,14.1,,,0,0,NA,
Cranioleuca_curtata,Furnariidae,Passeriformes,63.8,17.5,Forest,Carnivore,Invertivore,17.4,,,0,0,NA,
Cranioleuca_demissa,Furnariidae,Passeriformes,60.6,15.2,Forest,Carnivore,Invertivore,15.1,,,0,0,NA,
Cranioleuca_dissita,Furnariidae,Passeriformes,61.6,15.7,Forest,Carnivore,Invertivore,13.9,,,0,0,NA,
Cranioleuca_erythrops,Furnariidae,Passeriformes,64.8,16.9,Forest,Carnivore,Invertivore,16.6,,,0,0,NA,
Cranioleuca_hellmayri,Furnariidae,Passeriformes,64.2,15,Forest,Carnivore,Invertivore,18.7,,,0,0,NA,
Cranioleuca_henricae,Furnariidae,Passeriformes,66.7,14.9,Woodland,Carnivore,Invertivore,17.3,,,0,0,NA,
Cranioleuca_marcapatae,Furnariidae,Passeriformes,67.6,19.8,Forest,Carnivore,Invertivore,10.1,,,0,0,NA,
Cranioleuca_muelleri,Furnariidae,Passeriformes,73.2,14.5,Forest,Carnivore,Invertivore,13.6,,,0,0,NA,
Cranioleuca_obsoleta,Furnariidae,Passeriformes,56.2,13.4,Forest,Carnivore,Invertivore,16,,,0,0,NA,
Cranioleuca_pallida,Furnariidae,Passeriformes,61.2,11.5,Forest,Carnivore,Invertivore,17,,,0,0,NA,
Cranioleuca_pyrrhophia,Furnariidae,Passeriformes,62.1,14.9,Forest,Carnivore,Invertivore,15.6,,,0,0,NA,
Cranioleuca_semicinerea,Furnariidae,Passeriformes,64,15,Woodland,Carnivore,Invertivore,16.1,,,0,0,NA,
Cranioleuca_subcristata,Furnariidae,Passeriformes,63.5,14.7,Forest,Carnivore,Invertivore,16.1,,,0,0,NA,
Cranioleuca_sulphurifera,Furnariidae,Passeriformes,56.8,13.5,Wetland,Carnivore,Invertivore,16.6,,,0,0,NA,
Cranioleuca_vulpecula,Furnariidae,Passeriformes,69.7,18.9,Forest,Carnivore,Invertivore,14.8,,,0,0,NA,
Cranioleuca_vulpina,Furnariidae,Passeriformes,64.3,15.7,Forest,Carnivore,Invertivore,15.3,0,0,0,0,NA,
Cranioleuca_weskei,Furnariidae,Passeriformes,67.6,19.8,Forest,Carnivore,Invertivore,10.1,,,0,0,NA,
Creatophora_cinerea,Sturnidae,Passeriformes,118,73,Shrubland,Omnivore,Invertivore,29.8,,,0,0,NA,
Creurgops_dentatus,Thraupidae,Passeriformes,69.1,19,Forest,Carnivore,Invertivore,18.4,0,0,0,0,NA,
Creurgops_dentatus,Thraupidae,Passeriformes,69.1,19,Forest,Carnivore,Invertivore,18.4,,,0,0,NA,
Creurgops_verticalis,Thraupidae,Passeriformes,77.7,24,Forest,Carnivore,Invertivore,18.6,0,0,0,0,NA,
Creurgops_verticalis,Thraupidae,Passeriformes,77.7,24,Forest,Carnivore,Invertivore,18.6,,,0,0,NA,
Criniger_barbatus,Pycnonotidae,Passeriformes,103.3,42.6,Forest,Carnivore,Invertivore,14.8,,,0,0,NA,
Criniger_calurus,Pycnonotidae,Passeriformes,87.6,37.7,Forest,Carnivore,Invertivore,11.6,,,0,0,NA,
Criniger_chloronotus,Pycnonotidae,Passeriformes,99.8,45,Forest,Carnivore,Invertivore,13.9,,,0,0,NA,
Criniger_ndussumensis,Pycnonotidae,Passeriformes,86.6,23,Forest,Carnivore,Invertivore,12.8,,,0,0,NA,
Criniger_olivaceus,Pycnonotidae,Passeriformes,85.6,28.1,Forest,Carnivore,Invertivore,12.5,,,0,0,NA,
Crithagra_albogularis,Fringillidae,Passeriformes,78.8,27.1,Grassland,Herbivore,Omnivore,24.1,,,0,0,NA,
Crithagra_ankoberensis,Fringillidae,Passeriformes,73,14.9,Grassland,Herbivore,Granivore,25.5,,,0,0,NA,
Crithagra_atrogularis,Fringillidae,Passeriformes,71.3,11.4,Woodland,Herbivore,Granivore,26.7,,,0,0,NA,
Crithagra_buchanani,Fringillidae,Passeriformes,87.1,24,Shrubland,Herbivore,Granivore,22.6,,,0,0,NA,
Crithagra_burtoni,Fringillidae,Passeriformes,87.7,30.5,Forest,Herbivore,Granivore,20.2,,,0,0,NA,
Crithagra_canicapilla,Fringillidae,Passeriformes,77.6,16,Woodland,Herbivore,Omnivore,29.4,,,0,0,NA,
Crithagra_capistrata,Fringillidae,Passeriformes,60.6,13.6,Shrubland,Herbivore,Granivore,22.6,,,0,0,NA,
Crithagra_citrinelloides,Fringillidae,Passeriformes,66.4,13,Shrubland,Herbivore,Granivore,22.4,,,0,0,NA,
Crithagra_citrinipectus,Fringillidae,Passeriformes,61.8,11.2,Woodland,Herbivore,Granivore,24.2,0,0,0,0,NA,
Crithagra_concolor,Fringillidae,Passeriformes,107,50,Forest,Herbivore,Omnivore,21.9,,,0,0,NA,
Crithagra_donaldsoni,Fringillidae,Passeriformes,82,24,Grassland,Herbivore,Granivore,21.4,,,0,0,NA,
Crithagra_dorsostriata,Fringillidae,Passeriformes,73.1,15.1,Shrubland,Herbivore,Granivore,19.8,,,0,0,NA,
Crithagra_flavigula,Fringillidae,Passeriformes,67,11.8,Shrubland,Herbivore,Granivore,17.9,,,0,0,NA,
Crithagra_flaviventris,Fringillidae,Passeriformes,70.4,16.2,Shrubland,Herbivore,Omnivore,22.8,,,0,0,NA,
Crithagra_frontalis,Fringillidae,Passeriformes,63.2,12.3,Shrubland,Herbivore,Granivore,23.7,,,0,0,NA,
Crithagra_gularis,Fringillidae,Passeriformes,78.1,16,Shrubland,Herbivore,Omnivore,23.3,,,0,0,NA,
Crithagra_hyposticta,Fringillidae,Passeriformes,64.4,13,Forest,Herbivore,Granivore,22.5,,,0,0,NA,
Crithagra_koliensis,Fringillidae,Passeriformes,62,13.6,Shrubland,Herbivore,Granivore,21.4,,,0,0,NA,
Crithagra_leucoptera,Fringillidae,Passeriformes,69,22.1,Shrubland,Herbivore,Omnivore,18.7,,,0,0,NA,
Crithagra_leucopygia,Fringillidae,Passeriformes,67.3,10.8,Shrubland,Herbivore,Granivore,29.6,,,0,0,NA,
Crithagra_melanochroa,Fringillidae,Passeriformes,81.8,30.5,Forest,Herbivore,Granivore,17.7,,,0,0,NA,
Crithagra_menachensis,Fringillidae,Passeriformes,70,22.4,Shrubland,Herbivore,Granivore,25.2,,,0,0,NA,
Crithagra_mennelli,Fringillidae,Passeriformes,80.3,15.4,Woodland,Herbivore,Omnivore,27.1,,,0,0,NA,
Crithagra_mozambica,Fringillidae,Passeriformes,68.2,11.9,Shrubland,Herbivore,Omnivore,22,,,0,0,NA,
Crithagra_reichardi,Fringillidae,Passeriformes,78.6,15.4,Woodland,Herbivore,Granivore,26.7,,,0,0,NA,
Crithagra_reichenowi,Fringillidae,Passeriformes,67.7,15.4,Desert,Herbivore,Granivore,26.1,,,0,0,NA,
Crithagra_rothschildi,Fringillidae,Passeriformes,64.8,14,Shrubland,Herbivore,Granivore,16.1,,,0,0,NA,
Crithagra_rufobrunnea,Fringillidae,Passeriformes,77.6,25.9,Forest,Herbivore,Omnivore,23.6,,,0,0,NA,
Crithagra_scotops,Fringillidae,Passeriformes,69,14.2,Forest,Herbivore,Omnivore,20.6,,,0,0,NA,
Crithagra_striatipectus,Fringillidae,Passeriformes,78.6,15.4,Shrubland,Herbivore,Granivore,26.7,,,0,0,NA,
Crithagra_striolata,Fringillidae,Passeriformes,67.5,22.4,Shrubland,Herbivore,Omnivore,17.7,,,0,0,NA,
Crithagra_sulphurata,Fringillidae,Passeriformes,77.6,27.9,Shrubland,Herbivore,Granivore,24.9,,,0,0,NA,
Crithagra_symonsi,Fringillidae,Passeriformes,75.9,15.8,Shrubland,Herbivore,Omnivore,24.9,,,0,0,NA,
Crithagra_totta,Fringillidae,Passeriformes,69.1,13.4,Shrubland,Herbivore,Omnivore,22.8,,,0,0,NA,
Crithagra_tristriata,Fringillidae,Passeriformes,68,15.5,Shrubland,Herbivore,Granivore,15.8,,,0,0,NA,
Crithagra_xantholaema,Fringillidae,Passeriformes,64,11.8,Shrubland,Herbivore,Granivore,14.2,,,0,0,NA,
Crithagra_xanthopygia,Fringillidae,Passeriformes,68.9,15.4,Desert,Herbivore,Granivore,21.6,,,0,0,NA,
Cryptoleucopteryx_plumbea,Accipitridae,Accipitriformes,238,482,,Carnivore,Vertivore,31,0,0,0,0,NA,
Cryptolybia_olivacea__,Lybiidae,Piciformes,87.8,49.4,Forest,Omnivore,Frugivore,18.3,,,0,0,NA,
Cryptomicroeca_flaviventris,Petroicidae,Passeriformes,73,13,Forest,Carnivore,Invertivore,22,,,0,0,NA,
Cryptopipo_holochlora,Pipridae,Passeriformes,72.1,14.9,Forest,Omnivore,Frugivore,19.4,,,0,0,NA,
Cryptopipo_litae,Pipridae,Passeriformes,69.2,14.9,Forest,Omnivore,Frugivore,21.3,,,0,0,NA,
Cryptospiza_jacksoni,Estrildidae,Passeriformes,56.2,13,Forest,Herbivore,Granivore,10.3,0,0,0,0,NA,
Cryptospiza_reichenovii,Estrildidae,Passeriformes,53.4,12.4,Forest,Herbivore,Granivore,15,0,0,0,0,NA,
Cryptospiza_salvadorii,Estrildidae,Passeriformes,56.4,12.2,Forest,Herbivore,Granivore,15.3,0,0,0,0,NA,
Cryptospiza_shelleyi,Estrildidae,Passeriformes,64,17.6,Forest,Herbivore,Granivore,15.8,0,0,0,0,NA,
Culicivora_caudacuta,Tyrannidae,Passeriformes,41.1,6.1,Grassland,Carnivore,Invertivore,17.2,,,0,0,NA,
Curaeus_curaeus__,Icteridae,Passeriformes,124.5,83.7,Forest,Carnivore,Omnivore,20.8,,,0,0,NA,
Cutia_legalleni__,Leiotrichidae,Passeriformes,85.7,47.2,Forest,Carnivore,Invertivore,17.8,,,0,0,NA,
Cutia_nipalensis__,Leiotrichidae,Passeriformes,88,47.2,Forest,Carnivore,Invertivore,16,,,0,0,NA,
Cyanerpes_caeruleus,Thraupidae,Passeriformes,56.7,12,Forest,Omnivore,Omnivore,25.5,0,0,0,0,NA,
Cyanerpes_caeruleus,Thraupidae,Passeriformes,56.7,12,Forest,Omnivore,Omnivore,25.5,,,0,0,NA,
Cyanerpes_cyaneus,Thraupidae,Passeriformes,60.9,14,Forest,Omnivore,Omnivore,26,0,0,0,0,NA,
Cyanerpes_cyaneus,Thraupidae,Passeriformes,60.9,14,Forest,Omnivore,Omnivore,26,0,0,0,0,NA,
Cyanerpes_lucidus,Thraupidae,Passeriformes,57,11.4,Forest,Herbivore,Omnivore,24.3,0,0,0,0,NA,
Cyanerpes_lucidus,Thraupidae,Passeriformes,57,11.4,Forest,Herbivore,Omnivore,24.3,,,0,0,NA,
Cyanerpes_nitidus,Thraupidae,Passeriformes,50,9,Forest,Omnivore,Frugivore,22.2,0,0,0,0,NA,
Cyanerpes_nitidus,Thraupidae,Passeriformes,50,9,Forest,Omnivore,Frugivore,22.2,,,0,0,NA,
Cyanicterus_cyanicterus,Thraupidae,Passeriformes,93.8,34,Forest,Carnivore,Invertivore,23.7,0,0,0,0,NA,
Cyanicterus_cyanicterus,Thraupidae,Passeriformes,93.8,34,Forest,Carnivore,Invertivore,23.7,,,0,0,NA,
Cyanistes_caeruleus,Paridae,Passeriformes,65.6,11.1,Forest,Omnivore,Invertivore,21,1,0,1,0,0,
Cyanistes_cyanus,Paridae,Passeriformes,69,14.6,Forest,Omnivore,Invertivore,19.3,,,0,0,NA,
Cyanistes_teneriffae,Paridae,Passeriformes,59.7,10,Forest,Omnivore,Omnivore,14.2,,,0,0,NA,
Cyanoderma_bicolor,Timaliidae,Passeriformes,59.7,12.6,Forest,Carnivore,Invertivore,9.4,,,0,0,NA,
Cyanoderma_bicolor__,Timaliidae,Passeriformes,59.7,12.6,Forest,Carnivore,Invertivore,9.4,0,0,0,0,NA,
Cyanoderma_chrysaeum,Timaliidae,Passeriformes,51.2,9,Shrubland,Carnivore,Invertivore,9.9,,,0,0,NA,
Cyanoderma_chrysaeum__,Timaliidae,Passeriformes,51.2,9,Shrubland,Carnivore,Invertivore,9.9,0,0,0,0,NA,
Cyanoderma_erythropterum,Timaliidae,Passeriformes,59.7,12.6,Forest,Carnivore,Invertivore,9.4,,,0,0,NA,
Cyanoderma_erythropterum__,Timaliidae,Passeriformes,59.7,12.6,Forest,Carnivore,Invertivore,9.4,0,0,0,0,NA,
Cyanoderma_melanothorax,Timaliidae,Passeriformes,54.4,16,Forest,Carnivore,Invertivore,12,,,0,0,NA,
Cyanoderma_melanothorax__,Timaliidae,Passeriformes,54.4,16,Forest,Carnivore,Invertivore,12,0,0,0,0,NA,
Cyanoderma_pyrrhops,Timaliidae,Passeriformes,52.5,9.6,Forest,Carnivore,Invertivore,8.9,,,0,0,NA,
Cyanoderma_pyrrhops__,Timaliidae,Passeriformes,52.5,9.6,Forest,Carnivore,Invertivore,8.9,0,0,0,0,NA,
Cyanoderma_ruficeps,Timaliidae,Passeriformes,55,10.3,Shrubland,Carnivore,Invertivore,9.8,,,0,0,NA,
Cyanoderma_ruficeps__,Timaliidae,Passeriformes,55,10.3,Shrubland,Carnivore,Invertivore,9.8,0,0,0,0,NA,
Cyanoderma_rufifrons,Timaliidae,Passeriformes,51.7,10.6,Forest,Carnivore,Invertivore,12.8,,,0,0,NA,
Cyanoderma_rufifrons__,Timaliidae,Passeriformes,51.7,10.6,Forest,Carnivore,Invertivore,12.8,0,0,0,0,NA,
Cyanolanius_comorensis,Vangidae,Passeriformes,87,22.3,Forest,Carnivore,Invertivore,17.8,0,0,0,0,NA,
Cyanolanius_madagascarinus,Vangidae,Passeriformes,87,22.3,Forest,Carnivore,Invertivore,17.8,0,0,0,0,NA,
Cyanoliseus_patagonus,Psittacidae,Psittaciformes,237.8,277.9,Shrubland,Herbivore,Omnivore,49.9,1,1,1,1,1,
Cyanomitra_alinae__,Nectariniidae,Passeriformes,63,12.6,Forest,Omnivore,Nectarivore,15.2,,,0,0,NA,
Cyanomitra_bannermani__,Nectariniidae,Passeriformes,68.8,14,Forest,Omnivore,Nectarivore,18.6,,,0,0,NA,
Cyanomitra_cyanolaema__,Nectariniidae,Passeriformes,67.2,16.8,Forest,Herbivore,Omnivore,15.9,,,0,0,NA,
Cyanomitra_olivacea__,Nectariniidae,Passeriformes,58.2,9.7,Forest,Omnivore,Omnivore,17.3,,,0,0,NA,
Cyanomitra_oritis__,Nectariniidae,Passeriformes,59.8,11.2,Forest,Herbivore,Nectarivore,15,,,0,0,NA,
Cyanomitra_verreauxii__,Nectariniidae,Passeriformes,59.5,11.5,Forest,Omnivore,Omnivore,16.3,,,0,0,NA,
Cyanomitra_verticalis__,Nectariniidae,Passeriformes,61.9,14.4,Woodland,Herbivore,Omnivore,16.6,,,0,0,NA,
Cyanopsitta_spixii,Psittacidae,Psittaciformes,277.4,200,Forest,Herbivore,Omnivore,37.4,1,1,1,1,1,
Cyanoptila_cumatilis__,Muscicapidae,Passeriformes,90.5,22.5,Forest,Carnivore,Invertivore,30.6,,,0,0,NA,
Cyanoptila_cyanomelana__,Muscicapidae,Passeriformes,90.5,22.5,Forest,Carnivore,Invertivore,30.6,,,0,0,NA,
Cyanoramphus_auriceps,Psittacidae,Psittaciformes,105,45.6,Forest,Herbivore,Granivore,36.1,0,0,0,0,NA,
Cyanoramphus_forbesi,Psittacidae,Psittaciformes,120,88.5,Forest,Omnivore,Omnivore,32.3,0,0,0,0,NA,
Cyanoramphus_malherbi,Psittacidae,Psittaciformes,99.2,46.7,Forest,Herbivore,Omnivore,35.3,0,0,0,0,NA,
Cyanoramphus_novaezelandiae,Psittacidae,Psittaciformes,128.1,90.2,Forest,Herbivore,Omnivore,38.1,0,1,0,1,0,
Cyanoramphus_unicolor,Psittacidae,Psittaciformes,142,149,Grassland,Herbivore,Herbivore terrestrial,38,0,0,0,0,NA,
Cyclarhis_gujanensis,Vireonidae,Passeriformes,76.2,28.8,Forest,Carnivore,Invertivore,14.8,0,0,0,0,NA,
Cyclarhis_nigrirostris,Vireonidae,Passeriformes,76.7,31.9,Forest,Carnivore,Invertivore,13.5,0,0,0,0,NA,
Cyclopsitta_amabilis,Psittacidae,Psittaciformes,78.2,31,Forest,Herbivore,Granivore,18.8,0,0,0,0,NA,
Cyclopsitta_coxeni,Psittacidae,Psittaciformes,97,41.8,Forest,Herbivore,Omnivore,34.8,0,0,0,0,NA,
Cyclopsitta_diophthalma,Psittacidae,Psittaciformes,91.9,41.8,Forest,Herbivore,Omnivore,43.2,0,0,0,0,NA,1700
Cyclopsitta_gulielmitertii,Psittacidae,Psittaciformes,90,31,Forest,Herbivore,Granivore,32,0,0,0,0,NA,
Cyclopsitta_melanogenia,Psittacidae,Psittaciformes,77,31,Forest,Herbivore,Granivore,32,0,0,0,0,NA,
Cyclopsitta_nigrifrons,Psittacidae,Psittaciformes,80.5,31,Forest,Herbivore,Granivore,37,0,0,0,0,NA,
Cymbilaimus_lineatus,Thamnophilidae,Passeriformes,75.8,35.8,Forest,Carnivore,Invertivore,10.1,,,0,0,NA,
Cymbilaimus_lineatus,Thamnophilidae,Passeriformes,75.8,35.8,Forest,Carnivore,Invertivore,10.1,0,0,0,0,NA,
Cymbilaimus_sanctaemariae,Thamnophilidae,Passeriformes,70.9,28.7,Forest,Carnivore,Invertivore,11,,,0,0,NA,
Cymbilaimus_sanctaemariae,Thamnophilidae,Passeriformes,70.9,28.7,Forest,Carnivore,Invertivore,11,,,0,0,NA,
Cymbirhynchus_affinis,Eurylaimidae,Passeriformes,101.4,59.4,Forest,Carnivore,Invertivore,21,,,0,0,NA,
Cymbirhynchus_macrorhynchos,Eurylaimidae,Passeriformes,101.4,59.4,Forest,Carnivore,Invertivore,21,,,0,0,NA,
